Number of measurement points: 34
Sample Rate (Hz): 10
Low limit Ch0 (V): -10
Upper limit Ch0 (V): 10
Low limit Ch1 (V): -10
Upper limit Ch1 (V): 10

Index	Time[s]	Ch0[V]	Ch1[V]
0	0	-0.0326944200787693	-0.0172183562535793
1	0.1	-0.0326944200787693	-0.0172183562535793
2	0.2	-0.0326944200787693	-0.0172183562535793
3	0.3	-0.0326944200787693	-0.0172183562535793
4	0.4	-0.0314047480933368	-0.0172183562535793
5	0.5	-0.0339840920642018	-0.0172183562535793
6	0.6	-0.0326944200787693	-0.0172183562535793
7	0.7	-0.0314047480933368	-0.0172183562535793
8	0.8	-0.0314047480933368	-0.0172183562535793
9	0.9	-0.0314047480933368	-0.0172183562535793
10	1	-0.0314047480933368	-0.0172183562535793
11	1.1	-0.0326944200787693	-0.0172183562535793
12	1.2	-0.0314047480933368	-0.0172183562535793
13	1.3	-0.0326944200787693	-0.0172183562535793
14	1.4	-0.0314047480933368	-0.0159286842681468
15	1.5	-0.0314047480933368	-0.0172183562535793
16	1.6	-0.0301150761079043	-0.0172183562535793
17	1.7	-0.0314047480933368	-0.0172183562535793
18	1.8	-0.0314047480933368	-0.0172183562535793
19	1.9	-0.0326944200787693	-0.0172183562535793
20	2	-0.0326944200787693	-0.0172183562535793
21	2.1	-0.0314047480933368	-0.0172183562535793
22	2.2	-0.0314047480933368	-0.0172183562535793
23	2.3	-0.0314047480933368	-0.0159286842681468
24	2.4	-0.0301150761079043	-0.0172183562535793
25	2.5	-0.0326944200787693	-0.0172183562535793
26	2.6	-0.0301150761079043	-0.0159286842681468
27	2.7	-0.0301150761079043	-0.0172183562535793
28	2.8	-0.0301150761079043	-0.0172183562535793
29	2.9	-0.0301150761079043	-0.0172183562535793
30	3	-0.0314047480933368	-0.0172183562535793
31	3.1	-0.0314047480933368	-0.0172183562535793
32	3.2	-0.0301150761079043	-0.0159286842681468
33	3.3	-0.0314047480933368	-0.0172183562535793
