Number of measurement points: 467
Sample Rate (Hz): 20
Low limit Ch0 (V): -10
Upper limit Ch0 (V): 10
Low limit Ch1 (V): -10
Upper limit Ch1 (V): 10

Index	Time[s]	Ch0[V]	Ch1[V]
0	0	-0.0197977002244443	-0.0907296594232321
1	0.05	-0.0197977002244443	-0.0920193314086646
2	0.1	-0.0172183562535793	-0.0920193314086646
3	0.15	-0.0172183562535793	-0.0933090033940971
4	0.2	-0.0185080282390118	-0.0945986753795296
5	0.25	-0.0172183562535793	-0.0945986753795296
6	0.3	-0.0172183562535793	-0.0958883473649621
7	0.35	-0.0172183562535793	-0.0958883473649621
8	0.4	-0.0185080282390118	-0.0971780193503946
9	0.45	-0.0185080282390118	-0.0971780193503946
10	0.5	-0.0172183562535793	-0.0984676913358271
11	0.55	-0.0172183562535793	-0.0984676913358271
12	0.6	-0.0197977002244443	-0.0984676913358271
13	0.65	-0.0172183562535793	-0.0984676913358271
14	0.7	-0.0185080282390118	-0.0984676913358271
15	0.75	-0.0185080282390118	-0.0984676913358271
16	0.8	-0.0185080282390118	-0.0997573633212596
17	0.85	-0.0172183562535793	-0.0997573633212596
18	0.9	-0.0172183562535793	-0.0997573633212596
19	0.95	-0.0185080282390118	-0.0997573633212596
20	1	-0.0172183562535793	-0.0997573633212596
21	1.05	-0.0172183562535793	-0.0997573633212596
22	1.1	-0.0185080282390118	-0.0997573633212596
23	1.15	-0.0172183562535793	-0.101047035306692
24	1.2	-0.0185080282390118	-0.101047035306692
25	1.25	-0.0172183562535793	-0.101047035306692
26	1.3	-0.0172183562535793	-0.101047035306692
27	1.35	-0.0185080282390118	-0.0997573633212596
28	1.4	-0.0185080282390118	-0.101047035306692
29	1.45	-0.0172183562535793	-0.101047035306692
30	1.5	-0.0172183562535793	-0.0997573633212596
31	1.55	-0.0172183562535793	-0.101047035306692
32	1.6	-0.0185080282390118	-0.101047035306692
33	1.65	-0.0172183562535793	-0.101047035306692
34	1.7	-0.0172183562535793	-0.101047035306692
35	1.75	-0.0185080282390118	-0.101047035306692
36	1.8	-0.0185080282390118	-0.0997573633212596
37	1.85	-0.0185080282390118	-0.101047035306692
38	1.9	-0.0172183562535793	-0.0997573633212596
39	1.95	-0.0185080282390118	-0.101047035306692
40	2	-0.0185080282390118	-0.101047035306692
41	2.05	-0.0172183562535793	-0.101047035306692
42	2.1	-0.0172183562535793	-0.101047035306692
43	2.15	-0.0185080282390118	-0.101047035306692
44	2.2	-0.0172183562535793	-0.101047035306692
