Number of measurement points: 55
Sample Rate (Hz): 10
Low limit Ch0 (V): -10
Upper limit Ch0 (V): 10
Low limit Ch1 (V): -10
Upper limit Ch1 (V): 10

Index	Time[s]	Ch0[V]	Ch1[V]
0	0	-0.0378531080204993	-0.663344020955265
1	0.1	-0.0391427800059319	-0.663344020955265
2	0.2	-0.0404324519913644	-0.663344020955265
3	0.3	-0.0404324519913644	-0.663344020955265
4	0.4	-0.0404324519913644	-0.663344020955265
5	0.5	-0.0391427800059319	-0.662054348969832
6	0.6	-0.0391427800059319	-0.663344020955265
7	0.7	-0.0391427800059319	-0.663344020955265
8	0.8	-0.0404324519913644	-0.663344020955265
9	0.9	-0.0404324519913644	-0.663344020955265
10	1	-0.0391427800059319	-0.663344020955265
11	1.1	-0.0391427800059319	-0.663344020955265
12	1.2	-0.0391427800059319	-0.663344020955265
13	1.3	-0.0391427800059319	-0.663344020955265
14	1.4	-0.0404324519913644	-0.663344020955265
15	1.5	-0.0404324519913644	-0.663344020955265
16	1.6	-0.0404324519913644	-0.663344020955265
17	1.7	-0.0404324519913644	-0.663344020955265
18	1.8	-0.0391427800059319	-0.663344020955265
19	1.9	-0.0391427800059319	-0.663344020955265
20	2	-0.0391427800059319	-0.663344020955265
21	2.1	-0.0404324519913644	-0.663344020955265
22	2.2	-0.0404324519913644	-0.663344020955265
23	2.3	-0.0391427800059319	-0.663344020955265
24	2.4	-0.0404324519913644	-0.663344020955265
25	2.5	-0.0391427800059319	-0.663344020955265
26	2.6	-0.0391427800059319	-0.664633692940697
27	2.7	-0.0404324519913644	-0.663344020955265
28	2.8	-0.0391427800059319	-0.663344020955265
29	2.9	-0.0404324519913644	-0.663344020955265
30	3	-0.0417221239767969	-0.663344020955265
31	3.1	-0.0404324519913644	-0.663344020955265
32	3.2	-0.0404324519913644	-0.663344020955265
33	3.3	-0.0417221239767969	-0.663344020955265
34	3.4	-0.0404324519913644	-0.663344020955265
35	3.5	-0.0404324519913644	-0.663344020955265
36	3.6	-0.0417221239767969	-0.663344020955265
37	3.7	-0.0391427800059319	-0.663344020955265
38	3.8	-0.0404324519913644	-0.663344020955265
39	3.9	-0.0391427800059319	-0.663344020955265
40	4	-0.0391427800059319	-0.663344020955265
41	4.1	-0.0391427800059319	-0.663344020955265
42	4.2	-0.0404324519913644	-0.663344020955265
43	4.3	-0.0404324519913644	-0.663344020955265
44	4.4	-0.0404324519913644	-0.663344020955265
45	4.5	-0.0378531080204993	-0.663344020955265
46	4.6	-0.0404324519913644	-0.663344020955265
47	4.7	-0.0404324519913644	-0.663344020955265
48	4.8	-0.0417221239767969	-0.663344020955265
49	4.9	-0.0404324519913644	-0.663344020955265
50	5	-0.0404324519913644	-0.663344020955265
51	5.1	-0.0417221239767969	-0.663344020955265
52	5.2	-0.0391427800059319	-0.663344020955265
53	5.3	-0.0404324519913644	-0.663344020955265
54	5.4	-0.0404324519913644	-0.663344020955265
