Number of measurement points: 19305
Sample Rate (Hz): 100
Low limit Ch0 (V): -10
Upper limit Ch0 (V): 10
Low limit Ch1 (V): -10
Upper limit Ch1 (V): 10

Index	Time[s]	Ch0[V]	Ch1[V]
0	0	0.00083705154247582	1.47751147486269
1	0.01	-0.00561130838468671	1.47751147486269
2	0.02	-0.00561130838468671	1.47751147486269
3	0.03	-0.00561130838468671	1.47751147486269
4	0.04	-0.00561130838468671	1.47622180287726
5	0.05	-0.00690098037011921	1.47751147486269
6	0.06	-0.00561130838468671	1.47751147486269
7	0.07	-0.00561130838468671	1.47751147486269
8	0.08	-0.00561130838468671	1.47622180287726
9	0.09	-0.00561130838468671	1.47751147486269
10	0.1	-0.00561130838468671	1.47751147486269
11	0.11	-0.00561130838468671	1.47751147486269
12	0.12	-0.00561130838468671	1.47751147486269
13	0.13	-0.00561130838468671	1.47751147486269
14	0.14	-0.00561130838468671	1.47751147486269
15	0.15	-0.00561130838468671	1.47751147486269
16	0.16	-0.00561130838468671	1.47751147486269
17	0.17	-0.00561130838468671	1.47751147486269
18	0.18	-0.00561130838468671	1.47751147486269
19	0.19	-0.00561130838468671	1.47751147486269
20	0.2	-0.00561130838468671	1.47751147486269
21	0.21	-0.00561130838468671	1.47751147486269
22	0.22	-0.00561130838468671	1.47751147486269
23	0.23	-0.00561130838468671	1.47751147486269
24	0.24	-0.00561130838468671	1.47751147486269
25	0.25	-0.00690098037011921	1.47751147486269
26	0.26	-0.00561130838468671	1.47751147486269
27	0.27	-0.00561130838468671	1.47751147486269
28	0.28	-0.00561130838468671	1.47751147486269
29	0.29	-0.00561130838468671	1.47751147486269
30	0.3	-0.00561130838468671	1.47751147486269
31	0.31	-0.00561130838468671	1.47751147486269
32	0.32	-0.00561130838468671	1.47751147486269
33	0.33	-0.00561130838468671	1.47751147486269
34	0.34	-0.0043216363992542	1.47751147486269
35	0.35	-0.00561130838468671	1.47751147486269
36	0.36	-0.00561130838468671	1.47751147486269
37	0.37	-0.00690098037011921	1.47751147486269
38	0.38	-0.00561130838468671	1.47751147486269
39	0.39	-0.00690098037011921	1.47751147486269
40	0.4	-0.00561130838468671	1.47751147486269
41	0.41	-0.00561130838468671	1.47751147486269
42	0.42	-0.00561130838468671	1.47751147486269
43	0.43	-0.00690098037011921	1.47751147486269
44	0.44	-0.00561130838468671	1.47751147486269
45	0.45	-0.00561130838468671	1.47751147486269
46	0.46	-0.00561130838468671	1.47751147486269
47	0.47	-0.00561130838468671	1.47751147486269
48	0.48	-0.0043216363992542	1.47751147486269
49	0.49	-0.00690098037011921	1.47751147486269
50	0.5	-0.00690098037011921	1.47751147486269
51	0.51	-0.00561130838468671	1.47751147486269
52	0.52	-0.00561130838468671	1.47751147486269
53	0.53	-0.00561130838468671	1.47751147486269
54	0.54	-0.00561130838468671	1.47751147486269
55	0.55	-0.00561130838468671	1.47751147486269
56	0.56	-0.00561130838468671	1.47751147486269
