Number of measurement points: 4685
Sample Rate (Hz): 100
Low limit Ch0 (V): -10
Upper limit Ch0 (V): 10
Low limit Ch1 (V): -10
Upper limit Ch1 (V): 10

Index	Time[s]	Ch0[V]	Ch1[V]
0	0	-0.0120596683118492	-1.00897611305118
1	0.01	-0.00561130838468671	-1.00897611305118
2	0.02	-0.00561130838468671	-1.00768644106574
3	0.03	-0.00690098037011921	-1.00897611305118
4	0.04	-0.00561130838468671	-1.00897611305118
5	0.05	-0.00690098037011921	-1.00897611305118
6	0.06	-0.00690098037011921	-1.00897611305118
7	0.07	-0.00690098037011921	-1.00897611305118
8	0.08	-0.00690098037011921	-1.00897611305118
9	0.09	-0.00561130838468671	-1.00897611305118
10	0.1	-0.00690098037011921	-1.00897611305118
11	0.11	-0.00561130838468671	-1.00897611305118
12	0.12	-0.00690098037011921	-1.00897611305118
13	0.13	-0.00690098037011921	-1.00897611305118
14	0.14	-0.00690098037011921	-1.00897611305118
15	0.15	-0.00561130838468671	-1.00897611305118
16	0.16	-0.00690098037011921	-1.00897611305118
17	0.17	-0.00690098037011921	-1.00897611305118
18	0.18	-0.00690098037011921	-1.00897611305118
19	0.19	-0.00690098037011921	-1.00897611305118
20	0.2	-0.00690098037011921	-1.00897611305118
21	0.21	-0.00690098037011921	-1.00897611305118
22	0.22	-0.00690098037011921	-1.00897611305118
23	0.23	-0.00690098037011921	-1.00897611305118
24	0.24	-0.00690098037011921	-1.00897611305118
25	0.25	-0.00561130838468671	-1.00897611305118
26	0.26	-0.00561130838468671	-1.00897611305118
27	0.27	-0.00690098037011921	-1.01026578503661
28	0.28	-0.00561130838468671	-1.00897611305118
29	0.29	-0.00690098037011921	-1.00897611305118
30	0.3	-0.00819065235555172	-1.00897611305118
31	0.31	-0.00690098037011921	-1.00897611305118
32	0.32	-0.00690098037011921	-1.00897611305118
33	0.33	-0.00690098037011921	-1.00897611305118
34	0.34	-0.00690098037011921	-1.00897611305118
35	0.35	-0.00690098037011921	-1.00897611305118
