Number of measurement points: 2407
Sample Rate (Hz): 40
Low limit Ch0 (V): -10
Upper limit Ch0 (V): 10
Low limit Ch1 (V): -10
Upper limit Ch1 (V): 10

Index	Time[s]	Ch0[V]	Ch1[V]
0	0	-0.00174229242838919	-0.585963701829314
1	0.025	-0.00174229242838919	-0.585963701829314
2	0.05	-0.00174229242838919	-0.587253373814747
3	0.075	-0.000452620442956686	-0.587253373814747
4	0.1	-0.000452620442956686	-0.587253373814747
5	0.125	-0.000452620442956686	-0.587253373814747
6	0.15	-0.000452620442956686	-0.587253373814747
7	0.175	-0.00174229242838919	-0.588543045800179
8	0.2	-0.00174229242838919	-0.588543045800179
9	0.225	-0.000452620442956686	-0.588543045800179
10	0.25	-0.00174229242838919	-0.588543045800179
11	0.275	-0.00174229242838919	-0.588543045800179
12	0.3	-0.00174229242838919	-0.588543045800179
13	0.325	-0.00174229242838919	-0.589832717785612
14	0.35	-0.00174229242838919	-0.588543045800179
15	0.375	-0.00174229242838919	-0.589832717785612
16	0.4	-0.000452620442956686	-0.589832717785612
17	0.425	-0.00174229242838919	-0.589832717785612
18	0.45	-0.00174229242838919	-0.589832717785612
19	0.475	-0.000452620442956686	-0.589832717785612
20	0.5	-0.00174229242838919	-0.589832717785612
21	0.525	-0.00174229242838919	-0.589832717785612
22	0.55	-0.00174229242838919	-0.591122389771044
23	0.575	-0.000452620442956686	-0.589832717785612
24	0.6	-0.00174229242838919	-0.591122389771044
25	0.625	-0.00174229242838919	-0.589832717785612
26	0.65	-0.00174229242838919	-0.589832717785612
27	0.675	-0.000452620442956686	-0.591122389771044
28	0.7	-0.00174229242838919	-0.589832717785612
29	0.725	-0.00174229242838919	-0.589832717785612
30	0.75	-0.00174229242838919	-0.591122389771044
31	0.775	-0.00174229242838919	-0.591122389771044
32	0.8	-0.00174229242838919	-0.589832717785612
33	0.825	-0.00174229242838919	-0.589832717785612
34	0.85	-0.00174229242838919	-0.591122389771044
35	0.875	-0.00174229242838919	-0.591122389771044
36	0.9	-0.00174229242838919	-0.589832717785612
37	0.925	-0.00174229242838919	-0.589832717785612
38	0.95	-0.00174229242838919	-0.591122389771044
39	0.975	-0.000452620442956686	-0.591122389771044
40	1	-0.00174229242838919	-0.591122389771044
41	1.025	-0.00174229242838919	-0.591122389771044
42	1.05	-0.00174229242838919	-0.591122389771044
43	1.075	-0.00174229242838919	-0.591122389771044
44	1.1	-0.000452620442956686	-0.591122389771044
45	1.125	-0.00174229242838919	-0.591122389771044
46	1.15	-0.000452620442956686	-0.591122389771044
